name,gh_version,pypi_version,status,diffoscope,error
tencentcloud-sdk-python-gpm,Failed,Failed,Failed,Error, GH: Could not clone the repo
query-string,2020.12.3,2020.12.3,Success,├── file list, NA
threedi-api-client,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
mypy-boto3-xray,Failed,Failed,Failed,Error, GH: Could not clone the repo
dagster-celery,Failed,Failed,Failed,Error, GH: Could not clone the repo
netron,Failed,Failed,Failed,Error, GH: No setup.py found
sphinx-substitution-extensions,Failed,Failed,Failed,Error, GH: No setup.py found
pysqueezebox,0.7.1,0.7.1,Success,├── file list setup.cfg, NA
keras-tuner,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
logzero,1.7.0,1.7.0,Success,├── file list HISTORY.md docs setup.cfg, NA
pivottablejs,0.9.0,0.9.0,Success,├── file list README.rst setup.cfg, NA
kinto,Failed,Failed,Failed,Error, GH: No version found in setup.py
mixpanel-utils,Failed,Failed,Failed,Error, GH: No setup.py found
aws-cdk-aws-cloud9,Failed,Failed,Failed,Error, GH: Could not clone the repo
tradingene,Failed,Failed,Failed,Error, GH: No setup.py found
voiceplay,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
ansible-lint,Failed,Failed,Failed,Error, GH: No setup.py found
delphai-utils,Failed,Failed,Failed,Error, GH: Could not clone the repo
databricks-dbapi,Failed,Failed,Failed,Error, GH: No setup.py found
pythonpy,Failed,Failed,Failed,Error, GH: Could not clone the repo
mxnet-cu75mkl,Failed,Failed,Failed,Error, GH: No setup.py found
undetected-chromedriver,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
azure-cli-advisor,Failed,Failed,Failed,Error, GH: Could not clone the repo
colormath,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
requirements-builder,Failed,Failed,Failed,Error, GH: Could not clone the repo
indexed-gzip-fileobj-fork-epicfaace,Failed,Failed,Failed,Error, GH: Could not clone the repo
cdlib,0.3.0,0.3.0,Success,├── file list README.md cdlib setup.cfg, NA
schemathesis,Failed,Failed,Failed,Error, GH: No setup.py found
chimas,Failed,Failed,Failed,Error, GH: Could not clone the repo
vvm,0.1.0,0.1.0,Success,├── file list setup.cfg setup.py, NA
pupy,Failed,Failed,Failed,Error, GH: No setup.py found
flake8-blind-except,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
solvebio,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
django-models-redis-cache,Failed,Failed,Failed,Error, GH: No setup.py found
typish,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
arbalest,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
easypydb,Failed,Failed,Failed,Error, GH: Could not clone the repo
mox,0.5.3,0.5.3,Success,├── file list mox.py mox_test.py mox_test_helper.py setup.py stubout_testee.py, NA
proactive-jupyter-kernel,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pyzipper,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
fatpack,Failed,Failed,Failed,Error, GH: No setup.py found
wrap,Failed,Failed,Failed,Error, GH: Could not clone the repo
wdl-lsp,Failed,Failed,Failed,Error, GH: No setup.py found
django-simple-history,Failed,Failed,Failed,Error, GH: No version found in setup.py
inlineplz,0.51.0,0.51.0,Success,├── file list setup.cfg, NA
hass-splunk,0.1.2,0.1.2,Success,├── file list setup.py, NA
azure-storage-file,Failed,Failed,Failed,Error, GH: No setup.py found
importlib,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
apacheconfig,Failed,Failed,Failed,Error, GH: No version found in setup.py
trimesh,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
xxtea-py,1.0.4,1.0.3,Success,├── file list setup.py tests xxtea, NA
pollevbot,Failed,Failed,Failed,Error, GH: No setup.py found
mistune,Failed,Failed,Failed,Error, GH: No version found in setup.py
piccata,2.0.3,2.0.3,Success,├── file list, NA
interpret,Failed,Failed,Failed,Error, GH: Could not clone the repo
invenio-files-rest,Failed,Failed,Failed,Error, GH: No version found in setup.py
tokenize-rt,Failed,Failed,Failed,Error, GH: No version found in setup.py
edx-ccx-keys,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
azure-mgmt-documentdb,Failed,Failed,Failed,Error, GH: Could not clone the repo
pyobjc-framework-coremotion,Failed,Failed,Failed,Error, GH: Could not clone the repo
pythondata-cpu-rocket,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
node-semver,0.9.0,0.9.0,Success,├── file list LICENSE MANIFEST.in README.rst examples nodesemver setup.cfg setup.py, NA
opencensus-ext-django,Failed,Failed,Failed,Error, GH: Could not clone the repo
py-gfm,2.0.0,8664,Success,├── file list, NA
flutes,0.3.0,0.3.0,Success,├── file list README.md flutes tests, NA
edx-proctoring,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
sipprverse,0.2.49,0.2.49,Success,├── file list tests, NA
geetools,Failed,Failed,Failed,Error, GH: Could not clone the repo
spliceai,1.3.1,1.3.1,Success,├── file list README.md spliceai, NA
asammdf,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
mypy-boto3-codestar-notifications,Failed,Failed,Failed,Error, GH: Could not clone the repo
parfit,0.220,0.220,Success,├── file list parfit, NA
pylbfgs,0.2.0.14,0.2.0.14,Success,├── file list lbfgs setup.cfg, NA
advancedanalytics,1.36,1.39,Success,├── file list AdvancedAnalytics AdvancedAnalytics.egg-info setup.py, NA
pytorch-transformers-pvt-nightly,Failed,Failed,Failed,Error, GH: Could not clone the repo
nxpd,Failed,Failed,Failed,Error, GH: No version found in setup.py
pipelinewise-singer-python,2.0.1,2.0.1,Success,├── file list setup.py singer, NA
flask-breadcrumbs,Failed,Failed,Failed,Error, GH: Could not clone the repo
django-widget-tweaks,Failed,Failed,Failed,Error, GH: No version found in setup.py
oli,0.0.21,0.0.21,Success,├── file list README.md, NA
sentence-splitter,1.4,1.4,Success,├── file list setup.cfg, NA
ipydatawidgets,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
awsglue-local,Failed,Failed,Failed,Error, GH: Could not clone the repo
zope-browserresource,Failed,Failed,Failed,Error, GH: Could not clone the repo
secretstorage,Failed,Failed,Failed,Error, GH: No setup.py found
h2o-pysparkling-3-0,Failed,Failed,Failed,Error, GH: Could not clone the repo
pyobjc-framework-discrecordingui,Failed,Failed,Failed,Error, GH: Could not clone the repo
simc-support,Failed,Failed,Failed,Error, GH: No setup.py found
hkavr,0.0.5,0.0.5,Success,├── file list README.md hkavr setup.py, NA
dvc-cc,Failed,Failed,Failed,Error, GH: No setup.py found
tmb,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
newrelic-plugins-agent,Failed,Failed,Failed,Error, GH: Could not clone the repo
colorlover,0.3.0,0.3.0,Success,├── file list, NA
text-models,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
autodynatrace,2.0.0,2.0.0,Success,├── file list LICENSE README.md autodynatrace setup.cfg setup.py tests, NA
google-cloud-bigquery,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
httptest,Failed,Failed,Failed,Error, GH: No version found in setup.py
bleach-whitelist,0.0.11,0.0.11,Success,├── file list, NA
aiogqlc,Failed,Failed,Failed,Error, GH: No version found in setup.py
flameprof,Failed,Failed,Failed,Error, GH: Could not clone the repo
duo-client,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
dozer,0.9.0,0.8,Success,├── file list .coveragerc CHANGELOG.rst README.rst appveyor.yml dozer release.mk setup.cfg setup.py tox.ini, NA
eth-brownie,1.19.3,1.19.3,Success,├── file list CHANGELOG.md brownie requirements-windows.txt requirements.txt setup.cfg, NA
krux-stdlib,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
azure-cli-dls,Failed,Failed,Failed,Error, GH: Could not clone the repo
os-sys,Failed,Failed,Failed,Error, GH: Could not clone the repo
pyforce,1.9.1,1.9.1,Success,├── file list, NA
optcc,Failed,Failed,Failed,Error, GH: Could not clone the repo
cmake-format,Failed,Failed,Failed,Error, GH: Could not clone the repo
pyrser,Failed,Failed,Failed,Error, GH: Could not clone the repo
edc-facility,Failed,Failed,Failed,Error, GH: No setup.py found
ls-trace,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
blake3,Failed,Failed,Failed,Error, GH: No setup.py found
python-gdcm,Failed,Failed,Failed,Error, GH: Could not clone the repo
django-address,0.2.5,0.2.8,Success,├── file list pyproject.toml setup.cfg setup.py, NA
argon2,0.1.10,0.1.10,Success,├── file list argon2.py phc-winner-argon2 setup.py, NA
modin,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
mypy-boto3-iotwireless,Failed,Failed,Failed,Error, GH: Could not clone the repo
pythainlp,4.0.2,4.0.2,Success,├── file list CONTRIBUTING.md pythainlp setup.cfg setup.py tests, NA
chromosight,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
kinematics,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
satella,Failed,Failed,Failed,Error, GH: No version found in setup.py
collective-solr,9.1.5.0,9.1.4,Success,├── file list CHANGES.rst docs setup.py src, NA
fints,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
dagster-ssh,Failed,Failed,Failed,Error, GH: Could not clone the repo
jdatetime,4.1.1,4.1.1,Success,├── file list README jdatetime setup.cfg tests PKG-INFO, NA
pyiosxr,Failed,Failed,Failed,Error, GH: Could not clone the repo
acme,Failed,Failed,Failed,Error, GH: Could not clone the repo
kubepy,1.18.1.0,1.18.0,Success,├── file list CHANGELOG.md setup.cfg setup.py, NA
javaproperties,Failed,Failed,Failed,Error, GH: No setup.py found
bearychat-py,0.3.1,0.3.1,Success,├── file list, NA
superhelp,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
geoplot,0.5.1,0.5.1,Success,├── file list, NA
odsclient,Failed,Failed,Failed,Error, GH: No version found in setup.py
nlprep,0.2.01,0.2.1,Success,├── file list, NA
rtoc,3.0,3.0,Failed,Error, Not Error from GithHub PyPi: Could not fetch PyPi Source
mxnet-cu100,Failed,Failed,Failed,Error, GH: Could not clone the repo
protobuf3-to-dict,0.2.7,0.1.5,Success,├── file list setup.py, NA
nxapi-plumbing,Failed,Failed,Failed,Error, GH: Could not clone the repo
pyspark-asyncactions,0.0.5,0.0.4,Success,├── file list README.rst asyncactions setup.cfg setup.py, NA
mypy-boto3-amp,Failed,Failed,Failed,Error, GH: Could not clone the repo
genice,Failed,Failed,Failed,Error, GH: Could not clone the repo
icecream,Failed,Failed,Failed,Error, GH: Could not clone the repo
dynamics365crm-python,Failed,Failed,Failed,Error, GH: No setup.py found
rarfile,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pytest-tornado,0.8.1,0.8.1,Success,├── file list setup.cfg, NA
opentelemetry-exporter-google-cloud,Failed,Failed,Failed,Error, GH: Could not clone the repo
qrtools,0.0.1,0.0.2,Success,├── file list setup.py src, NA
justbackoff,0.6.0,0.6.0,Success,├── file list README.md setup.cfg, NA
youtube-dlc,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
watchmaker,Failed,Failed,Failed,Error, GH: No version found in setup.py
aws-cdk-aws-codestarnotifications,Failed,Failed,Failed,Error, GH: Could not clone the repo
scription,0.86.211,0.86.20,Success,├── file list scription setup.py, NA
portforward,0.5.0,0.5.0,Success,├── file list docs setup.cfg, NA
sourcemap,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pinkboto,Failed,Failed,Failed,Error, GH: Could not clone the repo
recsim,0.2.4,0.2.4,Success,├── file list recsim, NA
azure-functions-devops-build,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
jsonplus,Failed,Failed,Failed,Error, GH: No setup.py found
simplewebsocketserver,Failed,Failed,Failed,Error, GH: Could not clone the repo
buildflaskapp,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
plydata,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
z3c-macro,3.0.0,2.3,Success,├── file list CHANGES.rst MANIFEST.in setup.cfg setup.py src tox.ini, NA
galaxy-importer,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pyaztro,0.3,0.3,Success,├── file list, NA
aws-cdk-aws-detective,Failed,Failed,Failed,Error, GH: Could not clone the repo
azure-cli-dms,Failed,Failed,Failed,Error, GH: Could not clone the repo
datrie,0.8.2,0.8.2,Success,├── file list libdatrie setup.cfg, NA
get-docker-secret,1.0.2,1.0.2,Success,├── file list, NA
volta,0.7.2,0.7.3,Success,├── file list setup.py volta, NA
salesforce-streaming-client,0.1.13,0.1.13,Success,├── file list README.rst src, NA
export-to-telegraph,0.0.148,0.0.148,Success,├── file list, NA
quality-report,Failed,Failed,Failed,Error, GH: No setup.py found
pixiedust,1.1.19,1.1.19,Success,├── file list README.md setup.cfg, NA
sagemaker-tensorflow-training,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
robotframework-screencaplibrary,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pyspf,Failed,Failed,Failed,Error, GH: Could not clone the repo
emtwo-extensions,Failed,Failed,Failed,Error, GH: No version found in setup.py
cloudformation-cli-go-plugin,Failed,Failed,Failed,Error, GH: Could not clone the repo
ming,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
robotbackgroundlogger,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
incuna-test-utils,Failed,Failed,Failed,Error, GH: Could not clone the repo
django-migration-testcase,0.0.15,0.0.15,Success,├── file list, NA
python-prtree,0.6.0,0.6.0,Success,├── file list src third, NA
aws-cdk-aws-opsworkscm,Failed,Failed,Failed,Error, GH: Could not clone the repo
pysdl2,Failed,Failed,Failed,Error, GH: No version found in setup.py
django-loginas,Failed,Failed,Failed,Error, GH: Could not clone the repo
redo,2.0.4,2.0.4,Success,├── file list setup.cfg setup.py src, NA
tardis-client,Failed,Failed,Failed,Error, GH: No setup.py found
aiohttp-jinja2,Failed,Failed,Failed,Error, GH: Could not clone the repo
gecosistema-spatial,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
mirakuru,Failed,Failed,Failed,Error, GH: No setup.py found
python-docx,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
futures,3.4.0,3.4.0,Success,├── file list setup.cfg, NA
genomeworks-cuda-10-0,Failed,Failed,Failed,Error, GH: No setup.py found
conf,0.4.1,0.3.1,Success,├── file list README.rst conf setup.py, NA
class-namespaces,0.6.5,0.6.3,Success,├── file list README.rst setup.py, NA
record,4.1.0,4.0,Success,├── file list CHANGES.rst setup.cfg setup.py src, NA
nnaudio,Failed,Failed,Failed,Error, GH: No setup.py found
dreal,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pymapd,Failed,Failed,Failed,Error, GH: No version found in setup.py
bioinfokit,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
c2cgeoform,..2.1.28,2.1.26,Success,├── file list c2cgeoform setup.cfg setup.py tests.ini, NA
geojson-rewind,Failed,Failed,Failed,Error, GH: No setup.py found
kwconfig,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pyobjc-framework-latentsemanticmapping,Failed,Failed,Failed,Error, GH: Could not clone the repo
mypy-boto3-groundstation,Failed,Failed,Failed,Error, GH: Could not clone the repo
paramiko-expect,0.3.5,0.3.5,Success,├── file list setup.cfg test, NA
piexif,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
python-schema-registry-client,Failed,Failed,Failed,Error, GH: No setup.py found
eddington,0.0.24.2,0.0.24.2,Success,├── file list setup.cfg src, NA
sparkdl,Failed,Failed,Failed,Error, GH: No setup.py found
factotum,0.1.6,0.1.6,Success,├── file list, NA
azureml,0.2.7,0.2.7,Failed,Error, Not Error from GithHub PyPi: Could not fetch PyPi Source
robotpy-wpimath,Failed,Failed,Failed,Error, GH: No version found in setup.py
pyspark-util,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
napari-plugin-engine,Failed,Failed,Failed,Error, GH: No version found in setup.py
flake8-variables-names,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
pyevtk,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
django-koldar-utils,Failed,Failed,Failed,Error, GH: No setup.py found
red-discordbot,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
cloudformation-cli-typescript-plugin,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
importanize,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
noahong,0.10.0,0.11.0,Success,├── file list setup.py src, NA
pytest-reportportal,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
schul-cloud-search-tests,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
plone-resourceeditor,4.0.1.0,4.0.0,Success,├── file list setup.cfg setup.py, NA
pyobjc-framework-corewlan,Failed,Failed,Failed,Error, GH: Could not clone the repo
xstatic-objectpath,Failed,Failed,Failed,Error, GH: No setup.py found
twitter-common-confluence,Failed,Failed,Failed,Error, GH: No setup.py found
accumulation-tree,0.6.2,0.6.2,Success,├── file list README.md, NA
terraform-compliance,Failed,Failed,Failed,Error, GH: No version found after checking __init__.py
bothub,0.1.30,0.1.30,Success,├── file list setup.cfg tests, NA
netman,Failed,Failed,Failed,Error, GH: No version found in setup.py
tencentcloud-sdk-python-ba,Failed,Failed,Failed,Error, GH: Could not clone the repo
oyaml,1.0,1.0,Success,├── file list README.rst setup.cfg setup.py, NA
tblib,2.0.0,2.0.0,Success,├── file list pyproject.toml src, NA
mypy-boto3-swf,Failed,Failed,Failed,Error, GH: Could not clone the repo
simba-uw-tf,1.59.3,1.3.12,Success,├── file list README.md setup.py simba, NA
py3amf,0811,0.8.10,Success,├── file list CHANGES.txt MANIFEST.in cpyamf doc pyamf setup.cfg setup.py setupinfo.py, NA
linode-python,1.2,1.1.1,Success,├── file list linode setup.py, NA
aioconsole,0.6.2.0,0.6.1,Success,├── file list setup.cfg setup.py, NA
