,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
152461,1139723,Maven,com.github.dtaniwaki:akka-pusher_2.11,2016-01-04 05:17:34 UTC,2018-10-28 17:03:09 UTC,akka-pusher,,http://github.com/dtaniwaki/akka-pusher,MIT,https://github.com/dtaniwaki/akka-pusher,21,8,2016-01-07 17:21:38 UTC,0.2.12,,0,Scala,,,0,2957005
156205,413842,Maven,com.google.code.jscep:jscep,2015-01-31 04:34:48 UTC,2018-10-27 04:04:09 UTC,Java implementation of the Simple Certificate Enrollment Protocol,,http://jscep.org/,MIT,http://code.google.com/p/jscep/source/browse/tags/jscep-1.3.1,22,9,2017-12-15 09:11:28 UTC,2.5.0,,5,Java,,2018-07-03 11:29:13 UTC,7,177539
779,368345,Maven,org.fcrepo:fcrepo-kernel-api,2015-01-30 22:22:21 UTC,2018-10-26 23:50:07 UTC,"Fedora API, containing types and constants for working with Fedora 4",,https://wiki.duraspace.org/display/FF/Fedora+Repository+Home,Apache-2.0,scm:git:git://github.com/fcrepo4/fcrepo4.git/fcrepo-kernel-api,15,15,2018-02-12 21:17:36 UTC,4.7.5,,15,Java,,2018-07-07 09:34:49 UTC,18,172788
75904,370891,Maven,com.argonio.gora:sources-dist,2015-01-30 22:41:18 UTC,2018-10-27 00:01:18 UTC,"The Apache Gora open source framework provides an in-memory data model and      persistence for big data. Gora supports persisting to column stores, key value stores,      document stores and RDBMSs, and analyzing the data with extensive Apache Hadoop MapReduce      support.",,http://gora.apache.org,Apache-2.0,scm:git:http://git-wip-us.apache.org/repos/asf/gora.git/sources-dist,4,4,2014-09-24 01:10:59 UTC,0.5.3,,0,,,2017-10-24 08:11:45 UTC,0,
76260,370463,Maven,org.tinygroup.annotation.0.0.12.tinygroup:xstream,2015-01-30 22:38:05 UTC,2018-10-26 23:59:06 UTC,,,http://maven.apache.org,GPL-3.0-only,scm:svn:https://svn.code.sf.net/p/tinyorg/code/tags/tiny-0.0.12/framework/common/xstream,1,4,2014-01-17 13:05:49 UTC,0.0.12,,0,,,2017-04-28 01:21:24 UTC,0,
113836,386231,Maven,org.marketcetera:photon-bundle,2015-01-31 00:35:33 UTC,2018-10-27 01:38:01 UTC,,,,GPL-3.0-only,scm:svn:http://source.marketcetera.org/root/trunk/photon/photon-maven/photon-bundle,5,6,2017-10-13 15:08:25 UTC,3.0.12,,0,,,2017-10-24 09:07:16 UTC,0,
75705,357310,Maven,nz.ac.auckland.common:common-angular-tests,2015-01-30 20:58:15 UTC,2018-05-17 05:47:31 UTC,Common angular testing infrastructure required to test Angular apps. Should be included test scope.,,,MIT,https://github.com/uoa-group-applications/common-angular-tests,1,4,2013-08-20 01:58:48 UTC,1.4,,0,JavaScript,,2017-04-26 16:10:05 UTC,0,174429
134645,396144,Maven,io.vertx:vertx-jdbc-service,2015-01-31 01:59:59 UTC,2018-12-17 18:52:22 UTC,Base parent pom for Vert.x extension projects,,,EPL-1.0,https://github.com/vert-x3/vertx-ext-parent,3,7,2015-04-04 21:48:20 UTC,3.0.0-milestone4,,0,,,2017-10-24 09:42:46 UTC,0,165703
123461,1187628,Maven,de.knoppiks:hap-java-client,2016-02-10 06:09:32 UTC,2018-03-18 16:27:04 UTC,A Java library which implements a generic Hypermedia Application Protocol (HAP) Client.,,https://github.com/knoppiks/hap-java-client,Apache-2.0,https://github.com/knoppiks/hap-java-client,1,6,2015-08-24 13:19:53 UTC,0.1,,0,Java,,2018-03-01 21:32:33 UTC,0,5022380
54587,3148694,Maven,org.webjars.npm:parse-bmfont-ascii,2018-07-03 15:01:35 UTC,2018-07-11 17:50:00 UTC,WebJar for parse-bmfont-ascii,,http://webjars.org,MIT,https://github.com/mattdesl/parse-bmfont-ascii,2,0,2018-06-11 11:13:10 UTC,1.0.6,,1,JavaScript,,2018-07-03 15:04:53 UTC,0,346140
78563,356752,Maven,net.sourceforge.schemacrawler:schemacrawler-db2,2015-01-30 20:54:11 UTC,2018-10-26 22:56:37 UTC,,,,GPL-3.0-only,scm:svn:https://schemacrawler.svn.sourceforge.net/svnroot/schemacrawler/schemacrawler-db2,42,4,2014-08-05 00:15:51 UTC,10.10.05,,0,,,2017-10-24 07:11:27 UTC,0,
94632,342420,Maven,com.n3twork.druid:druid-hll,2015-01-30 18:06:15 UTC,2017-10-24 06:02:19 UTC,druid-hll,,http://druid.io,Other,https://github.com/N3TWORK/druid.git,1,5,2014-05-28 22:13:55 UTC,0.6.105-hadoop2.4.0,,0,Java,,2017-10-24 06:02:16 UTC,0,173079
121588,959441,Maven,cz.i24:parent,2015-09-03 07:51:36 UTC,2018-03-01 15:00:20 UTC,Master maven parent POM for i24 projects,,http://www.i24.cz,Apache-2.0,https://github.com/karumien/i24,1,6,2015-06-10 11:43:57 UTC,2,,0,,,2016-07-18 13:35:17 UTC,0,3301598
82992,341364,Maven,net.sf.squirrel-sql.thirdparty-non-maven:napkinlaf,2015-01-30 17:58:24 UTC,2017-04-24 23:54:59 UTC,"The Napkin Look and Feel is a pluggable look and feel for Java Swing         that makes the UI look as if it was hand-sketched on a napkin.         This provisional look is designed tfor use during project development         so that provisional parts of the UI look provisional, but of course you         may use it for anything you like.",,http://napkinlaf.sourceforge.net,BSD-3-Clause,scm:svn:https://napkinlaf.svn.sourceforge.net/svnroot/napkinlaf/trunk,1,4,2009-10-01 01:59:30 UTC,1.2,,1,,,2017-04-24 23:54:59 UTC,22,
109137,412972,Maven,org.glassfish.extras:glassfish-embedded-nucleus,2015-01-31 04:26:49 UTC,2018-10-27 04:00:24 UTC,,,http://glassfish.org/glassfish-parent/extras/glassfish-embedded-nucleus/,GPL-2.0-with-classpath-exception,scm:svn:https://svn.java.net/svn/glassfish~svn/tags/3.1.1-b12/extras/glassfish-embedded-nucleus,85,5,2011-07-28 19:19:19 UTC,3.1.1,,1,,,2017-05-02 11:59:50 UTC,2,
169841,411864,Maven,org.jgrasstools:jgrasstools,2015-01-31 04:16:48 UTC,2018-10-27 03:51:53 UTC,The Horton Machine,,http://www.jgrasstools.org,NGPL,http://code.google.com/p/jgrasstools/source/browse/,10,10,2017-02-28 12:52:33 UTC,0.8.1,,0,Java,,2018-07-02 20:48:23 UTC,0,174080
108294,379784,Maven,nl.cloudfarming.client:fleet-implement,2015-01-30 23:46:31 UTC,2018-10-27 00:49:47 UTC,"AgroSense fleet implement - support for implements (things behind, on front or otherwise attached to a vehicle",,http://agrosense.java.net/fleet/fleet-implement,GPL-3.0,scm:hg:file://localhost${basedir}/fleet/fleet-implement,9,5,2013-04-05 09:12:42 UTC,13.03-beta,,0,,,2017-10-24 08:38:44 UTC,0,
101465,344487,Maven,net.peachjean.slf4j.mojo:slf4j-mojo,2015-01-30 19:20:44 UTC,2018-12-15 18:48:08 UTC,An SLF4J binding for the mojo log object.,,https://bitbucket.org/peachjean/slf4j-mojo/,Apache-2.0,scm:hg:https://bitbucket.org/peachjean/slf4j-mojo,3,5,2012-08-03 23:38:16 UTC,0.3,,3,Java,,2017-10-24 06:06:59 UTC,5,20255742
120263,335020,Maven,org.apache.felix.karaf:karaf,2015-01-30 00:53:58 UTC,2018-10-26 21:27:33 UTC,Apache Felix is an OSGi implementation.,,http://felix.apache.org/karaf/,Apache-2.0,scm:svn:http://svn.apache.org/repos/asf/felix/releases/karaf-1.6.0,4,6,2010-05-20 20:09:17 UTC,1.6.0,,0,,,2017-04-24 10:04:01 UTC,0,
148213,907087,Maven,org.frege-lang:frege-gradle-plugin,2015-07-26 02:35:57 UTC,2018-10-28 01:48:01 UTC,Frege Gradle plugin,,https://github.com/Frege/frege-gradle-plugin,BSD-1-Clause,https://github.com/Frege/frege-gradle-plugin,4,8,2015-07-24 13:40:00 UTC,0.4.1,,0,Groovy,,2016-07-18 13:34:34 UTC,0,885677
184083,963345,Maven,org.webjars.npm:strip-json-comments,2015-09-03 19:57:27 UTC,2018-10-28 05:00:04 UTC,WebJar for strip-json-comments,,http://webjars.org,MIT,https://github.com/sindresorhus/strip-json-comments,4,11,2016-09-18 21:27:59 UTC,2.0.1,,5,JavaScript,,2017-06-12 13:18:01 UTC,0,34341
92316,637037,Maven,org.mobicents.cluster:example-beans,2015-02-19 20:39:33 UTC,2018-03-01 13:44:31 UTC,Mobicents Cluster Framework Example Beans,,http://code.google.com/p/commscale.cluster,LGPL-2.1+,scm:git:https://code.google.com/p/commscale.cluster/example-parent/example-beans/,11,4,2012-10-01 12:33:46 UTC,1.14.0.FINAL,,0,,,2016-07-18 13:18:50 UTC,0,
148791,3132018,Maven,org.jboss.weld.vertx:weld-vertx-parent,2018-07-02 23:44:36 UTC,2018-09-28 07:38:35 UTC,,,http://weld.cdi-spec.org,Apache-2.0,https://github.com/weld/weld-vertx,11,8,2017-09-29 13:27:10 UTC,1.2.0.Final,,0,Java,,2018-09-26 23:33:34 UTC,0,8294882
180643,351379,Maven,org.camunda.bpm.extension.osgi:camunda-bpm-osgi,2015-01-30 20:14:14 UTC,2018-11-26 05:51:33 UTC,OSGi integration for camunda BPM platform,,,Apache-2.0,scm:git:git@github.com:camunda/camunda-bpm-platform-osgi.git/camunda-bpm-osgi,8,11,2018-05-04 07:35:45 UTC,4.1.0,,5,Java,,2018-11-25 01:12:16 UTC,3,166574
109757,336727,Maven,org.jboss.maven.plugins.jbossas:maven-jboss-as-control-example,2015-01-30 01:12:51 UTC,2018-10-26 21:32:26 UTC,,,http://www.jboss.org/maven-jboss-as-control-example/,Other,scm:svn:http://anonsvn.jboss.org/repos/maven/plugins/jbossas/tags/maven-jboss-as-control-example-0.1.1,2,5,2008-12-18 23:07:39 UTC,0.1.1,,0,,,2017-04-24 12:55:30 UTC,0,
96090,426342,Maven,fr.velossity.osgi:TwitterService,2015-01-31 06:23:34 UTC,2018-10-27 05:13:25 UTC,Sample of java wrapper for Twitter4J,,http://sourceforge.net/projects/osgipatterns/TwitterService/,LGPL-3.0-only,scm:svn:https://osgipatterns.svn.sourceforge.net/svnroot/osgipatterns/services/logging/tags/logging.aggregator-1.0.1/trunk/TwitterService,2,5,2012-10-06 21:56:25 UTC,1.0.1,,1,,,2017-10-24 12:04:15 UTC,0,
93572,375400,Maven,org.jvnet.hudson.plugins:tuxdroid,2015-01-30 23:13:56 UTC,2018-06-21 19:09:24 UTC,Jenkins tuxdroid plugin,,http://wiki.jenkins-ci.org/display/JENKINS/TuxDroid+Plugin,MIT,https://github.com/jenkinsci/tuxdroid-plugin,4,5,2011-11-04 14:11:33 UTC,1.7,,0,Java,,2017-04-28 12:17:30 UTC,0,175551
137797,961223,Maven,net.time4j:time4j-tzdata,2015-09-03 12:39:10 UTC,2018-07-09 14:07:10 UTC,TZ-Repository for Time4J,,http://www.time4j.net,LGPL-2.1+,https://github.com/MenoData/TZData,29,7,2018-05-10 12:31:02 UTC,2.2-2018e,,0,Java,,2016-07-18 13:36:27 UTC,0,1135221
110717,368168,Maven,de.taimos:rpm-parent,2015-01-30 22:20:59 UTC,2018-06-19 05:37:41 UTC,Sonatype helps open source projects to set up Maven repositories on https://oss.sonatype.org/,,,Apache-2.0,https://github.com/taimos/rpm-parent,1,5,2013-02-02 10:17:13 UTC,1,,0,,,2017-04-27 19:22:39 UTC,0,167726
101332,354530,Maven,org.hudsonci.plugins:xunit,2015-01-30 20:37:38 UTC,2017-10-11 06:51:59 UTC,xUnit plugin,,http://wiki.hudson-ci.org/display/HUDSON/xUnit+Plugin,MIT,https://github.com/hudson3-plugins/xunit-plugin,2,5,2013-04-02 20:26:56 UTC,1.53-h-1,,0,Java,,2017-04-26 09:28:13 UTC,0,174239
84207,389835,Maven,org.tinygroup:bubasicservice,2015-01-31 01:04:01 UTC,2018-10-27 02:02:23 UTC,,,,GPL-3.0-only,scm:svn:https://svn.code.sf.net/p/tinyorg/code/tags/tiny-0.0.9/extension/services/bubasicservice,3,4,2013-08-19 06:52:56 UTC,0.0.9,,0,,,2017-10-24 09:15:54 UTC,1,
133096,381085,Maven,org.glassfish.main.admin:launcher,2015-01-30 23:56:08 UTC,2018-10-27 00:53:54 UTC,Server Launching,,,GPL-2.0-with-classpath-exception,scm:svn:https://svn.java.net/svn/glassfish~svn/tags/4.1.1/main/nucleus/nucleus-admin/launcher,15,7,2017-09-08 13:49:55 UTC,5.0,,3,,,2017-10-24 08:52:25 UTC,2,
114682,350082,Maven,org.codeartisans.thirdparties.jsw:jsw-parent,2015-01-30 20:04:17 UTC,2018-10-26 22:26:25 UTC,,,http://github.com/eskatos/thirdparty-jsw,Apache-2.0,https://github.com/eskatos/thirdparty-jsw,1,6,2011-06-20 12:19:45 UTC,3.5.9,,0,,,2017-04-25 22:17:14 UTC,0,166493
147031,2237231,Maven,cat.ereza:customactivityoncrash,2017-04-19 13:44:02 UTC,2018-09-28 04:53:33 UTC,"Android library that allows launching a custom activity when your app crashes, instead of showing the hated ""App has stopped unexpectedly"" dialog.",,https://github.com/Ereza/CustomActivityOnCrash,Apache-2.0,https://github.com/Ereza/CustomActivityOnCrash,9,8,2017-11-20 10:27:04 UTC,2.2.0,,0,,,2018-09-26 23:05:34 UTC,93,
125703,960322,Maven,com.bladejava:blade-render-jetbrick,2015-09-03 09:32:46 UTC,2018-10-28 04:50:30 UTC,blade-render-jetbrick is blade render engin,,https://github.com/bladejava/blade-render-jetbrick,Apache-2.0,scm:git@github.com:bladejava/blade-render-jetbrick.git,5,6,2015-06-23 14:42:53 UTC,1.0.8,,0,,,2017-03-27 16:51:35 UTC,0,
90841,383040,Maven,org.apache.activemq:apollo-dto,2015-01-31 00:11:03 UTC,2018-10-27 01:01:19 UTC,,,,Apache-2.0,scm:git:http://git-wip-us.apache.org/repos/asf/activemq-apollo.git/apollo-dto,15,4,2015-01-29 15:46:23 UTC,1.7.1,,0,,,2017-04-29 07:46:52 UTC,3,
168142,337664,Maven,org.apache.cxf:cxf-rt-rs-security-oauth,2015-01-30 17:30:00 UTC,2018-12-11 18:45:29 UTC,Apache CXF Runtime OAuth 1.0a,,http://cxf.apache.org,Apache-2.0,scm:git:http://git-wip-us.apache.org/repos/asf/cxf.git/cxf-parent/cxf-rt-rs-security-oauth-parent/cxf-rt-rs-security-oauth,132,10,2017-09-06 16:55:51 UTC,3.2.0,,2,Java,,2017-04-24 13:54:31 UTC,20,582209
157963,363244,Maven,com.octo.reactive.audit:reactive-audit-agent,2015-01-30 21:42:12 UTC,2018-10-26 23:23:22 UTC,JVM Agent to detect blocking IO call,,https://github.com/octo-online/reactive-audit,Apache-2.0,https://github.com/octo-online/reactive-audit,4,9,2014-10-30 08:19:53 UTC,0.8,,0,Java,,2016-07-18 10:52:38 UTC,1,174524
48583,3272064,Maven,org.webjars.npm:domino,2018-09-27 04:40:16 UTC,2018-11-30 21:20:23 UTC,WebJar for domino,,http://webjars.org,BSD-2-Clause,https://github.com/fgnass/domino,3,0,2018-08-26 16:26:46 UTC,2.1.0,,0,JavaScript,,2018-09-27 04:45:00 UTC,0,128761
147076,366838,Maven,org.openrdf.sesame:sesame-sail-inferencer,2015-01-30 22:11:11 UTC,2018-10-26 23:43:30 UTC,Stackable Sail implementation that adds RDF Schema inferencing to an RDF store.,,http://rdf4j.org/,MIT-enna,scm:git:git@bitbucket.org:openrdf/sesame.git/sesame-core/sesame-sail/sesame-sail-inferencer,43,8,2016-05-02 00:27:50 UTC,4.1.2,,1,Java,,2017-04-27 15:50:36 UTC,19,20255566
146382,363893,Maven,org.apache.camel:camel-apns,2015-01-30 21:47:01 UTC,2018-10-26 23:25:20 UTC,A Camel Apple Push Notification Server Component,,,Apache-2.0,scm:git:http://git-wip-us.apache.org/repos/asf/camel.git/camel-parent/components/camel-apns,123,8,2017-10-07 17:29:57 UTC,2.20.0,,0,,,2017-04-27 08:34:42 UTC,37,
43483,3110972,Maven,Lienzo-Charts,2018-07-01 21:09:14 UTC,2018-07-01 22:39:58 UTC,Lienzo-Charts is GWT library for displaying charts built on the Lienzo Structure Graphics Toolkit,,https://github.com/ahome-it/lienzo-charts,Apache-2.0,https://github.com/ahome-it/lienzo-charts,35,0,2016-05-14 16:04:09 UTC,1.0.241-RC1,,0,Java,,2018-07-01 21:35:20 UTC,0,2903188
91454,356203,Maven,org.ow2.easywsdl:wsdl,2015-01-30 20:49:51 UTC,2017-04-26 13:14:58 UTC,EasyWSDL Library,,,DSDP,scm:svn:svn://svn.forge.objectweb.org/svnroot/easywsdl/tags/wsdl-1.2,2,4,2009-07-08 08:55:48 UTC,1.2,,6,,,2017-04-26 13:14:58 UTC,0,
120721,3096809,Maven,io.github.joheras:IJ-OpenCV,2018-06-29 01:11:16 UTC,2018-09-26 23:57:58 UTC,A library that allows the connection of ImageJ and OpenCV.,,https://github.com/joheras/IJ-OpenCV,BSD-2-Clause,https://github.com/joheras/IJ-OpenCV,1,6,2017-01-06 19:15:42 UTC,1.0,,0,Java,,2018-09-26 23:57:54 UTC,0,5161417
187679,643922,Maven,org.jboss.weld.se:weld-se-core,2015-02-19 23:52:01 UTC,2018-09-27 20:00:17 UTC,Weld support for Java SE,,http://www.seamframework.org/Weld,Apache-2.0,scm:git:git@github.com:weld/core.git/weld-se-parent/weld-se-core,146,12,2017-12-14 08:36:33 UTC,2.4.6.Final,,68,Java,,2017-03-27 18:54:57 UTC,566,48837
18878,3144993,Maven,com.mchange:restricted-type-scalacheck-util_2.10,2018-07-03 06:22:37 UTC,2018-07-03 06:25:09 UTC,restricted-type-scalacheck-util,,https://github.com/swaldman/restricted-type-scalacheck-util,"LGPL-2.1+,EPL-2.0",https://github.com/swaldman/restricted-type-scalacheck-util,3,0,2018-02-02 03:49:35 UTC,0.0.4,,0,,,2018-07-03 06:25:04 UTC,0,
138449,419259,Maven,org.apache.karaf.package:org.apache.karaf.package.core,2015-01-31 05:23:35 UTC,2018-10-27 04:49:28 UTC,Package Services and API,,,Apache-2.0,scm:git:https://git-wip-us.apache.org/repos/asf/karaf.git/package/org.apache.karaf.package.core,34,7,2018-04-05 04:05:29 UTC,4.2.0,,0,,,2017-10-24 11:37:37 UTC,11,
87078,635430,Maven,com.kenai.nbpwr:joda-time,2015-02-19 19:57:12 UTC,2018-03-01 13:38:37 UTC,JodaTime,,http://nbpwr.kenai.com/joda-time,Apache-2.0,scm:hg:http://kenai.com/hg/nbpwr~src/joda-time,1,4,2011-10-30 11:19:50 UTC,1.6.2-201110292322,,0,,,2016-07-18 13:17:25 UTC,7,
124282,355369,Maven,com.opower.hadoop.elephant-plug:elephant-plug,2015-01-30 20:43:53 UTC,2018-10-26 22:52:29 UTC,Opower's helpers for Hadoop,,,MIT,scm:git:git@github.va.opower.it:opower/elephant-plug.git,6,6,2016-02-06 06:29:46 UTC,2.99.0,,0,,,2017-10-24 07:01:47 UTC,0,
145561,640799,Maven,org.projectodd.wunderboss:wunderboss-caching,2015-02-19 22:38:35 UTC,2018-10-27 14:34:13 UTC,Scratch release repo - do not use.,,,Apache-2.0,https://github.com/projectodd/wunderboss-release.git,17,8,2016-06-27 13:29:58 UTC,0.12.2,,4,Java,,2016-07-18 13:22:07 UTC,1,166243
91660,395422,Maven,net.smartlab.web:maven-smartweb-plugin,2015-01-31 01:53:52 UTC,2018-10-27 02:22:15 UTC,,,http://smartweb.sourceforge.net/maven,Other,scm:svn:https://smartweb.svn.sourceforge.net/svnroot/smartweb/tags/maven-smartweb-plugin-0.2.0,2,4,2009-05-22 15:38:15 UTC,0.2.0,,0,,,2017-04-30 15:22:28 UTC,0,
166556,343463,Maven,com.github.sillebille:dynamic-calendar,2015-01-30 18:14:13 UTC,2018-10-26 22:05:34 UTC,Dynamic Calendar Icon Generator for Android,,https://github.com/SilleBille/DynamicCalendar,Apache-2.0,https://github.com/SilleBille/DynamicCalendar,2,9,2015-01-13 14:08:39 UTC,1.0.1,,0,Java,,2017-10-24 06:04:31 UTC,7,3426621
131319,357361,Maven,org.nuunframework:nuun-configuration-common-plugin,2015-01-30 20:58:38 UTC,2017-10-24 07:07:29 UTC,Nuun.io (was NuunFramework) is a set of library that helps you create your java enterprise stack.,,http://nuunframework.org/web-plugin,LGPL-3.0,https://github.com/kametic/nuun-framework,1,7,2013-06-10 22:58:30 UTC,1.0.0.M3,,0,Java,,2017-10-24 07:07:25 UTC,0,174432
3076,3129612,Maven,org.immutables.javaslang:javaslang,2018-07-02 22:41:39 UTC,2018-07-09 15:42:44 UTC,Immutables.org encodings for Javaslang,,http://github.com/immutables/immutables-javaslang,Apache-2.0,https://github.com/immutables/immutables-javaslang,4,0,2017-04-22 08:14:01 UTC,0.3.0,,0,Java,,2018-07-02 22:43:35 UTC,0,16617002
82390,381958,Maven,com.github.tntim96:jscover-common-maven-plugin,2015-01-31 00:02:48 UTC,2018-10-27 00:57:21 UTC,,,,,scm:svn:http://svn.sonatype.org/spice/trunk/oss/oss-parenti-9/jscover-maven-plugin/jscover-parent-maven-plugin/jscover-common-maven-plugin,28,4,2018-05-29 00:57:05 UTC,2.0.5,,2,,,2018-07-02 17:27:55 UTC,3,
63379,406330,Maven,net.stickycode.ws:sticky-ws-cxf-spring3,2015-01-31 03:29:08 UTC,2017-05-01 19:32:46 UTC,Web Service registration ws support for spring30,,http://www.StickyCode.net/ws/sticky-ws-cxf-spring30/,Apache-2.0,scm:svn:http://source.stickycode.net/tags/net.stickycode.ws/sticky-ws-cxf-spring3-3.1,1,3,2012-08-12 20:29:38 UTC,3.1,,2,,,2017-05-01 19:32:46 UTC,1,
93274,392274,Maven,br.com.progolden:dne-utils,2015-01-31 01:26:11 UTC,2018-01-17 14:30:21 UTC,Biblioteca de utilitários para trabalhar com a base e-DNE dos Correios.,,https://github.com/progolden/dne-utils,Apache-2.0,https://github.com/progolden/dne-utils,4,4,2014-07-01 23:29:46 UTC,1.0.0-RC4,,0,Java,,2017-10-24 09:22:20 UTC,1,169033
126221,383483,Maven,com.rockagen:commons-lib,2015-01-31 00:14:26 UTC,2018-10-27 01:04:42 UTC,"Commons lib for java,some wrapper functions.",,https://github.com/rockagen/commons-lib,Apache-2.0,https://github.com/rockagen/commons-lib,7,6,2015-03-25 13:58:02 UTC,0.1.10-RELEASE,,0,Java,,2017-10-24 09:01:35 UTC,1,176017
122201,395042,Maven,com.omg-m.speedy.eps:speedy-eps-java-client-soap,2015-01-31 01:50:47 UTC,2018-10-27 02:20:59 UTC,"Speedy EPS SOAP java client library, examples and recommendations",,https://code.google.com/p/speedy-eps-client/,Apache-2.0,scm:git:https://code.google.com/p/speedy-eps-client/,6,6,2014-09-17 13:29:54 UTC,2.5.0,,0,,,2017-10-24 09:34:06 UTC,0,
126431,409282,Maven,com.github.tkawachi:line-macro_2.11,2015-01-31 03:54:32 UTC,2018-10-27 03:28:25 UTC,line-macro,,https://github.com/tkawachi/line-macro/,MIT,https://github.com/tkawachi/line-macro,1,6,2014-10-09 14:03:17 UTC,0.0.1,,0,Scala,,2017-10-24 10:34:24 UTC,0,4267078
195071,406340,Maven,com.github.johnkil.android-appmsg:appmsg,2015-01-31 03:29:14 UTC,2018-10-27 03:18:24 UTC,In-layout android notifications,,https://github.com/johnkil/Android-AppMsg,Apache-2.0,scm:git@github.com:johnkil/Android-AppMsg.git,2,13,2014-02-17 08:50:15 UTC,1.2.0,,1,Java,,2017-10-24 10:21:18 UTC,43,844664
110598,416030,Maven,org.glassfish.main.admin:javax.management.j2ee,2015-01-31 04:53:02 UTC,2018-10-27 04:15:09 UTC,Java.net - The Source for Java Technology Collaboration,,http://jcp.org/en/jsr/detail?id=77,GPL-2.0-with-classpath-exception,scm:svn:https://svn.java.net/svn/glassfish~svn/tags/glassfish-parent-3.1.2.2/api-pom/javax.management.j2ee,2,5,2012-08-17 16:30:37 UTC,3.1.2.2,,0,,,2017-05-02 21:02:18 UTC,2,
92268,638127,Maven,it.tidalwave.bluebill:bluebill-stats-modules,2015-02-19 21:45:01 UTC,2018-03-01 13:48:20 UTC,blueBill Stats (modules),,http://bluebill.tidalwave.it/mobile/bluebill-stats-modules/,Apache-2.0,scm:hg:http://java.net/hg/bluebill-server~stats-src/bluebill-stats-modules,5,4,2011-08-11 16:59:50 UTC,1.0-ALPHA-5,,0,,,2016-07-18 13:19:49 UTC,0,
147396,3136224,Maven,com.timotta:xclimf-spark,2018-07-03 01:25:07 UTC,2018-09-28 15:34:13 UTC,Extended Collaborative Less Is More Filtering for Spark,,https://github.com/timotta/xclimf-spark,WTFPL,https://github.com/timotta/xclimf-spark,5,8,2017-09-28 20:29:48 UTC,0.0.5,,0,Scala,,2018-07-03 01:30:11 UTC,0,33511773
87227,359885,Maven,org.springframework.aws:spring-aws-ant,2015-01-30 21:17:18 UTC,2018-10-26 23:11:04 UTC,,,http://www.springframework.org,Apache-2.0,scm:svn:https://springframework.svn.sourceforge.net/svnroot/springframework/spring-aws/tags/spring-aws-ant-2.0,4,4,2008-01-15 18:56:00 UTC,2.0,,0,,,2017-04-26 22:34:15 UTC,0,
100382,353936,Maven,org.apache.oodt:oodt-core,2015-01-30 20:33:19 UTC,2018-10-26 22:47:51 UTC,,,http://oodt.apache.org/,Apache-2.0,scm:svn:http://svn.apache.org/repos/asf/maven/pom/tags/apache-16/oodt-core,15,5,2017-08-15 14:27:46 UTC,1.2,,0,,,2017-10-24 06:49:59 UTC,0,
79914,345089,Maven,net.stickycode.component:sticky-component-cxf,2015-01-30 19:24:59 UTC,2017-04-25 08:54:36 UTC,"Class, Field and Method metadata used to remove boilerplate code for construction, configuration, scheduling,  monitoring, management and more",,http://www.StickyCode.net/component/sticky-component-cxf/,Apache-2.0,scm:svn:http://stickycode.googlecode.com/svn/tags/net.stickycode.component/sticky-component-cxf-3.1,2,4,2011-11-13 10:35:24 UTC,3.1,,1,,,2017-04-25 08:54:35 UTC,1,
43977,3070882,Maven,jwordsplitter,2018-06-28 20:44:17 UTC,2018-06-29 15:07:53 UTC,A Java library to split German compound words,,http://www.danielnaber.de/jwordsplitter/,Apache-2.0,https://github.com/danielnaber/jwordsplitter,5,0,2018-05-05 18:16:29 UTC,4.4,,0,Java,,2018-06-28 20:45:51 UTC,0,3478318
14701,3134495,Maven,org.webjars.npm:ng2-dragula,2018-07-03 00:49:06 UTC,2018-10-06 13:34:48 UTC,WebJar for ng2-dragula,,http://webjars.org,MIT,https://github.com/valor-software/ng2-dragula,4,0,2016-10-20 09:50:56 UTC,1.2.2-0,,0,TypeScript,,2018-07-03 00:50:26 UTC,0,1119726
150167,408570,Maven,org.webjars:jqgrid,2015-01-31 03:48:32 UTC,2018-10-27 03:26:03 UTC,WebJar for jqGrid,,http://webjars.org,MIT,https://github.com/webjars/jqgrid,3,8,2015-03-03 15:01:19 UTC,4.7.0,,0,JavaScript,,2018-06-19 23:19:30 UTC,21,177295
72962,414280,Maven,org.robokind:org.robokind.headless.r50,2015-01-31 04:38:41 UTC,2018-10-27 04:06:34 UTC,,,,Apache-2.0,scm:svn:https://subversion.assembla.com/svn/robokind/prj/core/tags/org.robokind.project.root-0.9.5/maven/org.robokind.modules.headless/org.robokind.headless.r50,13,3,2014-01-15 22:10:06 UTC,0.9.5,,0,,,2017-05-02 15:23:20 UTC,0,
176928,384768,Maven,io.fabric8.insight:insight-storage,2015-01-31 00:24:11 UTC,2018-10-27 01:28:03 UTC,"fabric8 is an open source microservices platform based on Docker, Kubernetes and Jenkins",,http://fabric8.io/,Apache-2.0,scm:git:git@github.com:fabric8io/fabric8.git/fabric8-project/insight-project/insight-storage,16,10,2015-06-19 23:38:14 UTC,1.2.0.redhat-133,,0,Java,,2017-10-24 09:04:19 UTC,0,165053
